Survey ResponseID,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Q-life-changes,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society
R_rqK6K6zDsynoZHP,18 - 24 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,Florida,4+,3,5 - 10 times per month,No,No,No,No,No,Moved place of residence,No,No,I don't know,No,Yes
R_Xilms2p1sQqPq4p,18 - 24 years,Yes,Other,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),California,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,,I don't know,I don't know,No,I don't know,Yes
R_1LRtdK1XMr1uFCf,55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,No,I stopped in the recent past,Yes,No,,Yes,Yes,No,Yes,Yes
R_R9McGd7PrBxBNOp,25 - 34 years,No,Black or African American,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Georgia,3,3,Less than 5 times per month,No,I stopped in the recent past,No,No,No,"Lost a job ,Became pregnant",No,No,I don't know,Yes,I don't know
R_Au1yf8Xk0Bbs6dj,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Louisiana,2,3,More than 10 times per month,No,No,Yes,No,No,,Yes,Yes if consumers get part of the profit,No,I don't know,No
R_2TBmftW1hJkzU7b,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Oregon,2,2,5 - 10 times per month,No,No,Yes,No,No,,No,No,No,No,No
R_2wS2aXKSVboHglr,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),California,3,1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,No,No,No,I don't know,Yes
R_3lsIXjO5GDQo8ab,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,No,No,No,No,Yes
R_2zZILpCYQulMji3,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_39HhVszlqdawZPP,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Virginia,1 (just me!),2,5 - 10 times per month,Yes,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_77MJunrcOlZvQNr,18 - 24 years,Yes,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,LGBTQ+,Florida,1 (just me!),3,Less than 5 times per month,No,Yes,Yes,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_2cvmrv8q51q8yh1,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Michigan,1 (just me!),4+,More than 10 times per month,No,No,Yes,No,No,,I don't know,Yes,Yes,Yes,Yes
R_cRXd8L1JLLMWpzj,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_3QWVkEj4wPKl2hF,45 - 54 years,No,Black or African American,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),Massachusetts,2,4+,More than 10 times per month,No,No,No,Yes,No,,No,No,Yes,I don't know,Yes
R_25thHabUddjXGzt,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),Connecticut,2,4+,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,Yes,Yes,I don't know,No,Yes
R_27jseDkZ5GlSyTA,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Texas,2,4+,5 - 10 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_3HS9VTIlBMhL0Sd,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Wisconsin,3,3,Less than 5 times per month,I stopped in the recent past,Yes,No,Yes,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_1FrdQkXjcUod40Z,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Maryland,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,Became pregnant,No,No,No,Yes,Yes
R_3qOvQ9IAxRXfNlX,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),Washington,1 (just me!),4+,5 - 10 times per month,Yes,No,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_12AB3KkLYxo0JrO,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Ohio,1 (just me!),2,More than 10 times per month,No,No,Yes,No,No,,No,No,No,I don't know,Yes
R_2bTLZFP7p4CPlTT,45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Kansas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,I don't know,I don't know,I don't know,Yes
R_248HEjiUt8tw60V,35 - 44 years,No,"White or Caucasian,Other","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Florida,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,No,No,I don't know,No,I don't know
R_3qpxa4Aw8i6qG91,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Louisiana,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,No,No,No,No,No
R_3EWpU9jtvio82ZW,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Arkansas,2,4+,Less than 5 times per month,No,No,Yes,No,No,,No,No,Yes,No,Yes
R_3qlpHTCbvmvvGuK,65 and older,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Louisiana,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_1mqJlKX7N1NOaMS,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),New Jersey,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_1QfRrCll2CbcTFM,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Male,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,No,Yes,No,,No,No,Yes,No,I don't know
R_2wT7kPnCde4OiMM,25 - 34 years,No,Black or African American,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Louisiana,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,I don't know,Yes if consumers get part of the profit,Yes,Yes,Yes
R_2tDsyPHHxJD0dMK,18 - 24 years,No,Black or African American,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,Missouri,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,No,No,Yes,No,Yes
R_3EMd7qNpZzBTfeI,25 - 34 years,Yes,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,No,No,No,No,Yes
R_2TyNqXQy4tqlDRP,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Texas,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_Ti3cm30P8q5pSAF,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Pennsylvania,1 (just me!),3,Less than 5 times per month,No,No,Yes,Yes,No,,Yes,Yes,Yes,No,Yes
R_ApbhbFeWGimyrqV,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),Utah,3,3,5 - 10 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_1PaWyy52p6QVJzy,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,LGBTQ+,New York,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,Yes,No,Moved place of residence,No,No,No,Yes,Yes
R_3n17fNI56KA8rTV,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Oregon,4+,4+,Less than 5 times per month,No,No,Yes,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_24ovSGBcJmAm7rm,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Massachusetts,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,No,No,No,No,I don't know
R_2qE6u7sWsb2DtXi,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,California,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,Yes if consumers get part of the profit,No,Yes,Yes
R_UoKvleOAsSQd7Gx,25 - 34 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),New York,2,2,Less than 5 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_ewYITD6s7d1M8Qp,18 - 24 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Missouri,1 (just me!),2,5 - 10 times per month,Yes,Yes,Yes,Yes,No,,No,No,Yes,I don't know,Yes
R_23enipHqTsjcQfN,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Oregon,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,,No,No,No,No,No
R_2gfcoSzxRJDOfdv,18 - 24 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,Maine,2,2,Less than 5 times per month,I stopped in the recent past,Yes,Yes,No,No,,Yes if I get part of the profit,No,No,No,Yes
R_2wGEjtgdbDaipOu,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),California,2,4+,5 - 10 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,I don't know
R_BFUS5gkEHAjnNVT,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,Virginia,1 (just me!),2,Less than 5 times per month,No,No,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_2dBeaxt7r33lzUL,25 - 34 years,No,"White or Caucasian,American Indian/Native American or Alaska Native",Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Alaska,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,"Lost a job ,Divorce,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_1gqLyTkPG1T3QKA,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),California,1 (just me!),4+,Less than 5 times per month,Yes,No,No,No,No,,No,No,I don't know,I don't know,Yes
R_2qyYuncKG79fN3P,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,LGBTQ+,Virginia,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,No,No,No,Yes,Yes
R_a3tDhXWQm43rsUF,35 - 44 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Texas,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_2ASBFgthVbaGlF3,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Tennessee,2,2,5 - 10 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,I don't know,Yes,I don't know,No
R_bdsqSI9qvaD0FEZ,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Minnesota,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know
R_1mlqha6ZxLOSaAI,25 - 34 years,No,Asian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Massachusetts,1 (just me!),2,Less than 5 times per month,No,Yes,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,I don't know
R_3hi5mDsFQCYQhYs,35 - 44 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Alabama,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_3lXMRkdsyNZnsV1,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),Washington,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_25yKg0PVMOCRZXm,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Missouri,1 (just me!),2,5 - 10 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,No
R_1lAIBWf5Qsww7eT,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),Minnesota,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_5BDWU3FAcE6vqjn,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,prefer not to say,Illinois,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_0wCTiXC54rMN0J3,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Texas,2,3,More than 10 times per month,Yes,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,No
R_3MsBFFMO0AQslDO,35 - 44 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Washington,2,2,5 - 10 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,No,No,No,I don't know
R_3JsfA4yWHSMhWdo,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Colorado,1 (just me!),3,Less than 5 times per month,No,I stopped in the recent past,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_3KI0m2aJJXPqdBf,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),North Carolina,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,Yes,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_1dyqbVnXomwItTl,65 and older,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),New Jersey,2,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,,No,No,I don't know,No,I don't know
R_1N82p883ADvIocT,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_vMtYQrockCOY7g5,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Florida,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,No,No,Yes,Yes,Yes
R_DqTqoF539jfSsLf,25 - 34 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),California,1 (just me!),1 (just me!),5 - 10 times per month,I stopped in the recent past,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_22XEVzemearX7mD,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Missouri,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,,No,No,I don't know,I don't know,Yes
R_21G54IjScAJhDAM,25 - 34 years,Yes,Other,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Texas,1 (just me!),4+,Less than 5 times per month,No,I stopped in the recent past,Yes,No,No,,No,No,Yes,No,Yes
R_2cdBFX77dZBSWSs,25 - 34 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),Florida,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_vJpU3YZYcHGM6Yx,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_eINXJtKQApvNwIh,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),California,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know
R_20O6baqxT4T2CbA,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Michigan,4+,4+,More than 10 times per month,No,No,No,No,No,,No,No,No,No,No
R_29uBVByYo0xAXiZ,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Michigan,2,2,5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,Yes,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_xmW6sCBJmFDlI8V,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,Oklahoma,3,3,Less than 5 times per month,Yes,Yes,Yes,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
